,train_static,test_static,train_temporal,test_temporal
0,0.8473912542711253,0.5511183673469388,0.8128602690740365,0.786808163265306
1,0.8085438959244003,0.47436734693877547,0.8334329700705867,0.7382204081632652
2,0.8107925782514026,0.4984979591836735,0.8267719342507227,0.7420408163265306
3,0.8396305579474468,0.5046367346938776,0.8647170773711259,0.7921632653061226
4,0.8085164729691932,0.504865306122449,0.838884653565807,0.8253714285714285
5,0.8340088521299409,0.5284897959183673,0.852579677396355,0.2544
6,0.8361423580450724,0.5254857142857143,0.8346066725534611,0.7804734693877552
7,0.8273395894235146,0.5594775510204082,0.8456553812065004,0.2029387755102041
8,0.8459213838720117,0.4945795918367347,0.8202315594337707,0.7987918367346939
9,0.839306967076,0.5269551020408163,0.8557552556093655,0.8260571428571428
10,0.8064597513286422,0.5734204081632652,0.8444240905176905,0.6274612244897959
11,0.8138420108704595,0.4972244897959184,0.8573430447158708,0.7929469387755101
12,0.8500951576545696,0.5299918367346939,0.7960116053946437,0.8000979591836734
13,0.8357145599438377,0.5433142857142857,0.8479890746946452,0.24715102040816328
14,0.8531939515929994,0.5198857142857143,0.8749787472097144,0.7785469387755101
15,0.8042494611389304,0.5006530612244898,0.8094323996731184,0.6140408163265306
16,0.8286284683182598,0.5555918367346938,0.8259903800273132,0.5975510204081633
17,0.8651997213827751,0.5671183673469388,0.8434533179033505,0.8358204081632653
18,0.8086974644735615,0.4817469387755102,0.8592983014221545,0.78785306122449
19,0.8159864859676738,0.48132244897959187,0.8131482101037135,0.6521142857142856
20,0.8381606875483328,0.5434775510204082,0.8405519692424134,0.7820408163265306
21,0.8131454678081929,0.6079346938775511,0.8816315561430162,0.508734693877551
22,0.8164197686599499,0.5326530612244899,0.7368712601944836,0.8012081632653061
23,0.853983732702971,0.5298285714285714,0.8663679392746079,0.5946775510204081
24,0.8256229124275347,0.5295020408163266,0.8176044403249071,0.7351183673469389
25,0.8084396886946126,0.5396244897959184,0.7714406375288626,0.8090122448979593
26,0.8315572399344043,0.564930612244898,0.8420108704594442,0.8231836734693878
27,0.816035847287047,0.4529959183673469,0.8529581141782163,0.7641142857142857
28,0.7857334817829309,0.5194775510204082,0.7455314294489631,0.7994775510204081
29,0.8287765522763795,0.5621224489795918,0.8719018916354502,0.7801469387755102
30,0.8234619835571959,0.5094204081632653,0.846453389203034,0.7915102040816328
31,0.7521787537912236,0.4965224489795918,0.7942291133061663,0.3984979591836735
32,0.8291275661030335,0.5674448979591837,0.8215423766926819,0.8197551020408163
33,0.8535833575569438,0.5797224489795919,0.8509836614032875,0.7542857142857142
34,0.8412704506688458,0.5689469387755102,0.8842093139325067,0.8389877551020408
35,0.8207416264006274,0.5385469387755102,0.80984922859227,0.475004081632653
36,0.8348644483324101,0.5601306122448979,0.8504242331170575,0.819330612244898
37,0.824174980392587,0.5754122448979592,0.8484168727958799,0.4297142857142857
38,0.8275699422472563,0.5331265306122449,0.8521299409309545,0.7368489795918367
39,0.8428938896171208,0.6122775510204082,0.8338552835807798,0.7192489795918369
40,0.8409523443884407,0.5640163265306122,0.8235442524228181,0.2851591836734694
41,0.819216910091099,0.5585632653061224,0.8266978922716628,0.8041469387755102
42,0.8480932819244332,0.5079673469387755,0.8059880764990759,0.7431183673469388
43,0.8284365076318083,0.47131428571428574,0.8542195701177541,0.7876244897959185
44,0.8037832709004054,0.5617959183673469,0.873256585622693,0.17528163265306124
45,0.8324457436831223,0.5244081632653061,0.7957977063440265,0.7710040816326531
46,0.8121143646923967,0.6435918367346938,0.8007064153261412,0.7846857142857143
47,0.8410455824361457,0.5269387755102042,0.8159864859676739,0.7884081632653062
48,0.814620822798348,0.42942040816326527,0.8387804463360189,0.7933714285714286
49,0.8306742207767278,0.5153632653061224,0.8004431549561508,0.8190367346938776
50,0.861234362059793,0.5274938775510205,0.8523767475278206,0.814465306122449
51,0.7816255230928706,0.5321306122448979,0.8044852985537134,0.4814367346938776
52,0.858859534138837,0.5338122448979592,0.8514114595045221,0.8264489795918367
53,0.8424935144710934,0.4428408163265307,0.8898145659768879,0.7838693877551021
54,0.8313652792479529,0.5244897959183674,0.8078583220442168,0.3891265306122449
55,0.876448617608828,0.5486367346938776,0.8872806849157291,0.7541551020408164
56,0.8386926928793554,0.5303510204081633,0.879371904633931,0.8195265306122449
57,0.8621228658085109,0.5209142857142857,0.7526613978028729,0.8090122448979591
58,0.8097505059535236,0.5066448979591837,0.8756972286361469,0.7682938775510204
59,0.8144124083387722,0.5226612244897959,0.8318205003043948,0.6931918367346939
60,0.8298679858936319,0.5425632653061224,0.7587246131992168,0.8208326530612244
61,0.8634611060226294,0.5254367346938776,0.8157451639618492,0.8088489795918367
62,0.8525741928053134,0.5594448979591837,0.8532762204586215,0.8016979591836734
63,0.8058619309051221,0.5799510204081633,0.8505942554393431,0.8024163265306121
64,0.8379577576797985,0.47304489795918375,0.8563640452149686,0.5771755102040816
65,0.8084451732856539,0.4544326530612245,0.8086371339721053,0.7797551020408164
66,0.8337071996226602,0.49209795918367344,0.852382232118862,0.7352489795918367
67,0.8457239385945186,0.4776,0.8219153288835018,0.7849142857142857
68,0.8297308711175951,0.5483102040816327,0.8304438679529861,0.5074285714285715
69,0.8197324616489972,0.5328,0.8149279598966703,0.8029061224489795
70,0.8342940508640971,0.5210612244897959,0.8498648048308278,0.7880489795918367
71,0.8112094071705542,0.5367836734693878,0.804375606732884,0.6194612244897959
72,0.8281184013514032,0.5369469387755103,0.8111490766690981,0.8030367346938776
73,0.8235881291511498,0.5230367346938776,0.8546309144458644,0.6381387755102041
74,0.8344640731863828,0.4996897959183673,0.8331642251095548,0.8397714285714285
75,0.8234564989661546,0.5818775510204082,0.8089497556614691,0.24169795918367348
76,0.8530184446796724,0.4999020408163265,0.8569563810474472,0.7835755102040818
77,0.7655447021592835,0.5721795918367347,0.8630771846497265,0.5113469387755102
78,0.811181984215347,0.47022040816326527,0.8496399365981275,0.7759673469387756
79,0.8431626345781528,0.5835102040816327,0.8597096457502647,0.6247183673469388
80,0.8434533179033505,0.5162938775510204,0.8751652233051245,0.7866775510204082
81,0.8431681191691942,0.4901714285714286,0.814154632559823,0.6857469387755102
82,0.8219317826566263,0.4987102040816327,0.8049898809295284,0.6888163265306122
83,0.8279319252559934,0.539608163265306,0.8510385073137021,0.8118530612244899
84,0.8306797053677692,0.46577959183673473,0.7483779321994857,0.7984326530612246
85,0.8198311842877437,0.4826612244897959,0.8460475294659653,0.7821714285714286
86,0.8302244843113273,0.5921632653061224,0.846908610259476,0.6562612244897958
87,0.8334165162974623,0.5650285714285714,0.7957099528873629,0.7921632653061225
88,0.8068327035194621,0.544408163265306,0.8405026079230402,0.8015020408163265
89,0.8584427052196854,0.6175020408163265,0.8778417037333612,0.8147918367346939
90,0.8522944786621984,0.5249959183673469,0.7693181007958141,0.7904979591836734
91,0.8528429377663453,0.5436734693877552,0.8485430183898337,0.7186285714285714
92,0.875220069215539,0.528,0.8874287688738489,0.7904979591836735
93,0.8099589204130995,0.5403918367346939,0.8782475634704299,0.7801469387755102
94,0.8448080118905934,0.447069387755102,0.8188768654465279,0.5268571428571428
95,0.8137542574137958,0.5266285714285714,0.8059277459976197,0.7753142857142857
96,0.8329448414678959,0.5022367346938775,0.811626236089706,0.7970612244897959
97,0.8454442244514038,0.6065959183673469,0.8475612765934109,0.8135183673469387
98,0.8381003570468768,0.5326530612244897,0.8574499942411794,0.7316571428571428
99,0.8595505926100622,0.5759673469387755,0.8798929407828706,0.774726530612245
100,0.8251841451442173,0.5532081632653062,0.8381771413214574,0.7991836734693877
101,0.836652425011929,0.590269387755102,0.8260452259377279,0.843004081632653
102,0.8238568741121818,0.5270204081632653,0.757306846414997,0.7753795918367348
103,0.8690992656132596,0.5498775510204081,0.8489296820582573,0.48476734693877555
104,0.8347218489653319,0.5506775510204082,0.8666805609639716,0.8022857142857144
105,0.8440895304641609,0.5579591836734694,0.7494693658167378,0.8255020408163265
106,0.8525906465784377,0.4494530612244898,0.8378261274948033,0.781583673469388
107,0.8410730053913529,0.5381387755102041,0.794667880589484,0.7694040816326531
108,0.8329119339216471,0.5514448979591837,0.8505613478930943,0.5722122448979592
109,0.8162881384749545,0.5386612244897959,0.8296760252071804,0.7912816326530612
110,0.8304054758156959,0.5503836734693878,0.8397128268130687,0.7968000000000001
111,0.818887834628611,0.48586122448979596,0.8724009894202238,0.2357551020408163
112,0.7708866938336743,0.48819591836734694,0.8094351419686392,0.30899591836734697
113,0.821882421337253,0.4774857142857143,0.8164142840689084,0.7997551020408162
114,0.8501609727470671,0.4984979591836735,0.8001634408130358,0.7636571428571428
115,0.8404806695588743,0.4711510204081633,0.8005912389142702,0.4618448979591837
116,0.8324238053189563,0.5596408163265306,0.793033472459126,0.6950857142857143
117,0.8413362657613436,0.5132408163265306,0.8031196353843875,0.7530775510204083
118,0.8384020095541576,0.5278367346938775,0.763246658512908,0.3707102040816327
119,0.8426799905665034,0.5125551020408163,0.8058345079499147,0.8304
120,0.8388462614285166,0.4938775510204082,0.8767667238892333,0.7433795918367347
121,0.8369047161998365,0.49867755102040817,0.8443911829714418,0.7953632653061224
122,0.8143411086552332,0.5073632653061224,0.8534188198256998,0.8211265306122449
123,0.8244601791267433,0.5031836734693877,0.810468987379956,0.8200489795918368
124,0.8303725682694469,0.5086530612244898,0.8345627958251294,0.8310530612244897
125,0.8527167921723917,0.4863183673469388,0.8635269211151271,0.5093224489795918
